school,school_setting,school_type,classroom,teaching_method,n_student,student_id,gender,lunch,pretest,posttest,school_encoded,school_setting_encoded,school_type_encoded,classroom_encoded,teaching_method_encoded,student_id_encoded,gender_encoded,lunch_encoded
FBUMG,Rural,Non-public,JGD,Experimental,14.0,IW48S,Male,Qualifies for reduced/free lunch,63.0,78.0,5,0,0,52,0,1049,1,1
FBUMG,Rural,Non-public,JGD,Experimental,14.0,K0K0N,Male,Does not qualify,58.0,77.0,5,0,0,52,0,1122,1,0
FBUMG,Rural,Non-public,JGD,Experimental,14.0,NU48M,Female,Does not qualify,61.0,77.0,5,0,0,52,0,1335,0,0
FBUMG,Rural,Non-public,JGD,Experimental,14.0,OE2B4,Female,Does not qualify,60.0,74.0,5,0,0,52,0,1374,0,0
FBUMG,Rural,Non-public,JGD,Experimental,14.0,UUSTB,Male,Does not qualify,55.0,72.0,5,0,0,52,0,1728,1,0
FBUMG,Rural,Non-public,JGD,Experimental,14.0,VK6OF,Male,Does not qualify,59.0,74.0,5,0,0,52,0,1760,1,0
FBUMG,Rural,Non-public,JGD,Experimental,14.0,XK8M9,Female,Does not qualify,64.0,80.0,5,0,0,52,0,1864,0,0
FBUMG,Rural,Non-public,JGD,Experimental,14.0,Y9GZZ,Female,Does not qualify,65.0,75.0,5,0,0,52,0,1896,0,0
GJJHK,Suburban,Public,HCB,Standard,22.0,34ANF,Female,Does not qualify,47.0,61.0,6,1,1,44,1,176,0,0
GJJHK,Suburban,Public,HCB,Standard,22.0,40S5U,Male,Qualifies for reduced/free lunch,38.0,49.0,6,1,1,44,1,223,1,1
GJJHK,Suburban,Public,HCB,Standard,22.0,4GUP5,Male,Qualifies for reduced/free lunch,47.0,60.0,6,1,1,44,1,244,1,1
GJJHK,Suburban,Public,HCB,Standard,22.0,7JBMI,Female,Qualifies for reduced/free lunch,48.0,61.0,6,1,1,44,1,410,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,7KY71,Female,Does not qualify,46.0,58.0,6,1,1,44,1,412,0,0
GJJHK,Suburban,Public,HCB,Standard,22.0,8EZAA,Male,Qualifies for reduced/free lunch,53.0,55.0,6,1,1,44,1,468,1,1
GJJHK,Suburban,Public,HCB,Standard,22.0,9P75A,Female,Qualifies for reduced/free lunch,44.0,58.0,6,1,1,44,1,528,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,AIU1M,Female,Qualifies for reduced/free lunch,45.0,57.0,6,1,1,44,1,569,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,CT443,Female,Qualifies for reduced/free lunch,48.0,61.0,6,1,1,44,1,719,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,EH504,Female,Qualifies for reduced/free lunch,46.0,55.0,6,1,1,44,1,798,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,EUYRP,Female,Qualifies for reduced/free lunch,47.0,59.0,6,1,1,44,1,820,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,F25BI,Male,Qualifies for reduced/free lunch,48.0,61.0,6,1,1,44,1,830,1,1
GJJHK,Suburban,Public,HCB,Standard,22.0,I7CCK,Female,Qualifies for reduced/free lunch,41.0,61.0,6,1,1,44,1,1016,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,IZMFR,Female,Qualifies for reduced/free lunch,44.0,59.0,6,1,1,44,1,1057,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,KEQ3F,Female,Qualifies for reduced/free lunch,46.0,57.0,6,1,1,44,1,1144,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,LH25F,Male,Qualifies for reduced/free lunch,39.0,50.0,6,1,1,44,1,1192,1,1
GJJHK,Suburban,Public,HCB,Standard,22.0,LM4OR,Female,Qualifies for reduced/free lunch,44.0,57.0,6,1,1,44,1,1203,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,PFAAM,Female,Qualifies for reduced/free lunch,48.0,58.0,6,1,1,44,1,1419,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,RX0B1,Female,Qualifies for reduced/free lunch,45.0,55.0,6,1,1,44,1,1558,0,1
GJJHK,Suburban,Public,HCB,Standard,22.0,S8IFL,Male,Qualifies for reduced/free lunch,45.0,56.0,6,1,1,44,1,1586,1,1
GJJHK,Suburban,Public,HCB,Standard,22.0,UXH3Z,Male,Qualifies for reduced/free lunch,46.0,64.0,6,1,1,44,1,1734,1,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,0NJH4,Female,Qualifies for reduced/free lunch,61.0,75.0,6,1,1,55,0,35,0,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,4MEAA,Female,Qualifies for reduced/free lunch,60.0,76.0,6,1,1,55,0,252,0,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,4RJ6D,Male,Qualifies for reduced/free lunch,59.0,79.0,6,1,1,55,0,264,1,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,5X4KE,Male,Qualifies for reduced/free lunch,66.0,82.0,6,1,1,55,0,330,1,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,71A2K,Female,Qualifies for reduced/free lunch,65.0,76.0,6,1,1,55,0,385,0,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,72VS3,Male,Qualifies for reduced/free lunch,60.0,78.0,6,1,1,55,0,389,1,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,7812G,Female,Qualifies for reduced/free lunch,59.0,79.0,6,1,1,55,0,399,0,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,7QOXC,Male,Qualifies for reduced/free lunch,60.0,75.0,6,1,1,55,0,425,1,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,9Z43Y,Female,Qualifies for reduced/free lunch,65.0,82.0,6,1,1,55,0,541,0,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,AWC27,Male,Qualifies for reduced/free lunch,62.0,74.0,6,1,1,55,0,586,1,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,B9JUN,Female,Does not qualify,65.0,79.0,6,1,1,55,0,620,0,0
GJJHK,Suburban,Public,NOR,Experimental,27.0,CGV37,Male,Qualifies for reduced/free lunch,66.0,79.0,6,1,1,55,0,698,1,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,CNEYB,Male,Qualifies for reduced/free lunch,59.0,75.0,6,1,1,55,0,708,1,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,DUG1A,Male,Qualifies for reduced/free lunch,61.0,79.0,6,1,1,55,0,771,1,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,FBVVD,Male,Does not qualify,65.0,80.0,6,1,1,55,0,846,1,0
GJJHK,Suburban,Public,NOR,Experimental,27.0,I0L86,Female,Qualifies for reduced/free lunch,65.0,81.0,6,1,1,55,0,1000,0,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,I30XE,Female,Qualifies for reduced/free lunch,61.0,85.0,6,1,1,55,0,1008,0,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,JH2PX,Male,Qualifies for reduced/free lunch,63.0,78.0,6,1,1,55,0,1081,1,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,QZJWC,Female,Qualifies for reduced/free lunch,60.0,77.0,6,1,1,55,0,1502,0,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,RUPTX,Female,Qualifies for reduced/free lunch,60.0,73.0,6,1,1,55,0,1553,0,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,TMN52,Male,Does not qualify,65.0,84.0,6,1,1,55,0,1660,1,0
GJJHK,Suburban,Public,NOR,Experimental,27.0,WPYXQ,Female,Does not qualify,68.0,83.0,6,1,1,55,0,1820,0,0
GJJHK,Suburban,Public,NOR,Experimental,27.0,YPLB7,Female,Does not qualify,67.0,81.0,6,1,1,55,0,1917,0,0
GJJHK,Suburban,Public,NOR,Experimental,27.0,ZH0UC,Female,Qualifies for reduced/free lunch,60.0,74.0,6,1,1,55,0,1962,0,1
GJJHK,Suburban,Public,NOR,Experimental,27.0,ZLIIF,Male,Qualifies for reduced/free lunch,64.0,77.0,6,1,1,55,0,1968,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,0YINX,Male,Qualifies for reduced/free lunch,55.0,64.0,6,1,1,86,1,54,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,1X80E,Female,Does not qualify,59.0,64.0,6,1,1,86,1,118,0,0
GJJHK,Suburban,Public,X78,Standard,21.0,42M64,Male,Qualifies for reduced/free lunch,53.0,65.0,6,1,1,86,1,224,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,4EPVT,Male,Qualifies for reduced/free lunch,59.0,69.0,6,1,1,86,1,238,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,6TS1O,Male,Qualifies for reduced/free lunch,52.0,61.0,6,1,1,86,1,373,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,7X7KI,Male,Qualifies for reduced/free lunch,53.0,64.0,6,1,1,86,1,435,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,CZSGJ,Female,Qualifies for reduced/free lunch,58.0,65.0,6,1,1,86,1,728,0,1
GJJHK,Suburban,Public,X78,Standard,21.0,IJKWF,Female,Does not qualify,55.0,72.0,6,1,1,86,1,1033,0,0
GJJHK,Suburban,Public,X78,Standard,21.0,ILS1W,Male,Qualifies for reduced/free lunch,62.0,72.0,6,1,1,86,1,1037,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,KUH3Q,Male,Qualifies for reduced/free lunch,57.0,60.0,6,1,1,86,1,1166,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,LFC9U,Male,Does not qualify,59.0,70.0,6,1,1,86,1,1191,1,0
GJJHK,Suburban,Public,X78,Standard,21.0,MIGU8,Male,Qualifies for reduced/free lunch,52.0,65.0,6,1,1,86,1,1249,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,MMT5M,Male,Does not qualify,63.0,74.0,6,1,1,86,1,1259,1,0
GJJHK,Suburban,Public,X78,Standard,21.0,R1PZ7,Female,Qualifies for reduced/free lunch,57.0,69.0,6,1,1,86,1,1508,0,1
GJJHK,Suburban,Public,X78,Standard,21.0,RWS2C,Male,Qualifies for reduced/free lunch,55.0,63.0,6,1,1,86,1,1557,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,SJ05X,Female,Qualifies for reduced/free lunch,54.0,69.0,6,1,1,86,1,1600,0,1
GJJHK,Suburban,Public,X78,Standard,21.0,USMBE,Female,Qualifies for reduced/free lunch,54.0,69.0,6,1,1,86,1,1727,0,1
GJJHK,Suburban,Public,X78,Standard,21.0,W1RIV,Male,Qualifies for reduced/free lunch,52.0,62.0,6,1,1,86,1,1785,1,1
GJJHK,Suburban,Public,X78,Standard,21.0,ZJ7VU,Male,Qualifies for reduced/free lunch,56.0,65.0,6,1,1,86,1,1965,1,1
GJJHK,Suburban,Public,YUC,Standard,21.0,0G5ME,Female,Qualifies for reduced/free lunch,52.0,57.0,6,1,1,93,1,25,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,0TIVQ,Female,Qualifies for reduced/free lunch,47.0,57.0,6,1,1,93,1,41,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,3RFLZ,Female,Qualifies for reduced/free lunch,45.0,49.0,6,1,1,93,1,207,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,5TM1N,Female,Qualifies for reduced/free lunch,47.0,54.0,6,1,1,93,1,323,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,73BV7,Female,Qualifies for reduced/free lunch,48.0,55.0,6,1,1,93,1,390,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,7SD9P,Male,Qualifies for reduced/free lunch,46.0,59.0,6,1,1,93,1,430,1,1
GJJHK,Suburban,Public,YUC,Standard,21.0,8D526,Male,Qualifies for reduced/free lunch,49.0,58.0,6,1,1,93,1,464,1,1
GJJHK,Suburban,Public,YUC,Standard,21.0,9S1OP,Male,Does not qualify,47.0,62.0,6,1,1,93,1,531,1,0
GJJHK,Suburban,Public,YUC,Standard,21.0,DZP4C,Female,Qualifies for reduced/free lunch,44.0,55.0,6,1,1,93,1,779,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,FYE5C,Female,Qualifies for reduced/free lunch,48.0,59.0,6,1,1,93,1,876,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,K3DEI,Female,Qualifies for reduced/free lunch,41.0,54.0,6,1,1,93,1,1126,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,K6QF7,Female,Qualifies for reduced/free lunch,42.0,53.0,6,1,1,93,1,1131,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,M14K7,Male,Does not qualify,45.0,60.0,6,1,1,93,1,1218,1,0
GJJHK,Suburban,Public,YUC,Standard,21.0,N1YBR,Female,Qualifies for reduced/free lunch,52.0,59.0,6,1,1,93,1,1284,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,O6C2E,Female,Qualifies for reduced/free lunch,44.0,51.0,6,1,1,93,1,1354,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,QUOMH,Female,Qualifies for reduced/free lunch,40.0,53.0,6,1,1,93,1,1494,0,1
GJJHK,Suburban,Public,YUC,Standard,21.0,RT30S,Male,Qualifies for reduced/free lunch,40.0,51.0,6,1,1,93,1,1548,1,1
GJJHK,Suburban,Public,YUC,Standard,21.0,S85CT,Male,Qualifies for reduced/free lunch,44.0,57.0,6,1,1,93,1,1583,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,1AP9Z,Female,Qualifies for reduced/free lunch,58.0,67.0,6,1,1,95,1,80,0,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,2WHU2,Male,Qualifies for reduced/free lunch,54.0,60.0,6,1,1,95,1,163,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,74BU8,Male,Qualifies for reduced/free lunch,51.0,63.0,6,1,1,95,1,392,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,79WZ1,Male,Qualifies for reduced/free lunch,52.0,59.0,6,1,1,95,1,402,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,7ZTHI,Female,Qualifies for reduced/free lunch,57.0,70.0,6,1,1,95,1,442,0,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,8FPNB,Female,Does not qualify,54.0,65.0,6,1,1,95,1,470,0,0
GJJHK,Suburban,Public,ZDT,Standard,27.0,B1OMF,Male,Qualifies for reduced/free lunch,56.0,66.0,6,1,1,95,1,598,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,BED44,Male,Qualifies for reduced/free lunch,52.0,59.0,6,1,1,95,1,627,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,CL6FV,Male,Qualifies for reduced/free lunch,55.0,69.0,6,1,1,95,1,704,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,DXOUM,Male,Qualifies for reduced/free lunch,49.0,62.0,6,1,1,95,1,776,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,EPWXS,Male,Qualifies for reduced/free lunch,52.0,63.0,6,1,1,95,1,810,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,FZMZP,Female,Qualifies for reduced/free lunch,57.0,63.0,6,1,1,95,1,881,0,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,GI2EF,Male,Qualifies for reduced/free lunch,54.0,67.0,6,1,1,95,1,914,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,HKS1U,Female,Qualifies for reduced/free lunch,56.0,64.0,6,1,1,95,1,982,0,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,K0K0A,Female,Does not qualify,54.0,66.0,6,1,1,95,1,1121,0,0
GJJHK,Suburban,Public,ZDT,Standard,27.0,K6ZPT,Male,Qualifies for reduced/free lunch,50.0,63.0,6,1,1,95,1,1132,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,L8312,Female,Qualifies for reduced/free lunch,54.0,63.0,6,1,1,95,1,1181,0,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,LB2TH,Male,Qualifies for reduced/free lunch,48.0,61.0,6,1,1,95,1,1187,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,ND7EU,Female,Does not qualify,60.0,69.0,6,1,1,95,1,1304,0,0
GJJHK,Suburban,Public,ZDT,Standard,27.0,O8YKS,Female,Qualifies for reduced/free lunch,54.0,63.0,6,1,1,95,1,1360,0,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,SPPI3,Female,Qualifies for reduced/free lunch,55.0,65.0,6,1,1,95,1,1611,0,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,U2EMB,Female,Qualifies for reduced/free lunch,52.0,68.0,6,1,1,95,1,1686,0,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,UKJAZ,Male,Qualifies for reduced/free lunch,49.0,65.0,6,1,1,95,1,1710,1,1
GJJHK,Suburban,Public,ZDT,Standard,27.0,W5NUO,Male,Qualifies for reduced/free lunch,52.0,66.0,6,1,1,95,1,1794,1,1
GOKXL,Rural,Public,ENO,Experimental,22.0,4KZTB,Female,Qualifies for reduced/free lunch,50.0,72.0,7,0,1,38,0,250,0,1
GOKXL,Rural,Public,ENO,Experimental,22.0,73OKF,Female,Qualifies for reduced/free lunch,57.0,70.0,7,0,1,38,0,391,0,1
GOKXL,Rural,Public,ENO,Experimental,22.0,7GLHH,Male,Qualifies for reduced/free lunch,58.0,70.0,7,0,1,38,0,406,1,1
GOKXL,Rural,Public,ENO,Experimental,22.0,7PFTS,Male,Does not qualify,61.0,72.0,7,0,1,38,0,420,1,0
GOKXL,Rural,Public,ENO,Experimental,22.0,86R4S,Female,Does not qualify,60.0,70.0,7,0,1,38,0,454,0,0
GOKXL,Rural,Public,ENO,Experimental,22.0,99V7R,Male,Qualifies for reduced/free lunch,55.0,71.0,7,0,1,38,0,510,1,1
GOKXL,Rural,Public,ENO,Experimental,22.0,9TO9F,Male,Qualifies for reduced/free lunch,55.0,68.0,7,0,1,38,0,535,1,1
GOKXL,Rural,Public,ENO,Experimental,22.0,B5Y1R,Male,Does not qualify,55.0,74.0,7,0,1,38,0,607,1,0
GOKXL,Rural,Public,ENO,Experimental,22.0,BVRN8,Female,Qualifies for reduced/free lunch,52.0,65.0,7,0,1,38,0,657,0,1
GOKXL,Rural,Public,ENO,Experimental,22.0,C9ZJQ,Female,Qualifies for reduced/free lunch,53.0,72.0,7,0,1,38,0,684,0,1
GOKXL,Rural,Public,ENO,Experimental,22.0,DNCDV,Male,Qualifies for reduced/free lunch,54.0,72.0,7,0,1,38,0,760,1,1
GOKXL,Rural,Public,ENO,Experimental,22.0,GK1Q3,Female,Qualifies for reduced/free lunch,51.0,62.0,7,0,1,38,0,917,0,1
GOKXL,Rural,Public,ENO,Experimental,22.0,HCOHF,Male,Does not qualify,56.0,72.0,7,0,1,38,0,971,1,0
GOKXL,Rural,Public,ENO,Experimental,22.0,K2N0T,Female,Qualifies for reduced/free lunch,59.0,77.0,7,0,1,38,0,1125,0,1
GOKXL,Rural,Public,ENO,Experimental,22.0,KI2M3,Male,Qualifies for reduced/free lunch,51.0,69.0,7,0,1,38,0,1154,1,1
GOKXL,Rural,Public,ENO,Experimental,22.0,NK5EF,Male,Qualifies for reduced/free lunch,50.0,69.0,7,0,1,38,0,1315,1,1
GOKXL,Rural,Public,ENO,Experimental,22.0,PLX9B,Female,Qualifies for reduced/free lunch,59.0,75.0,7,0,1,38,0,1430,0,1
GOKXL,Rural,Public,ENO,Experimental,22.0,RFVK8,Female,Does not qualify,59.0,70.0,7,0,1,38,0,1531,0,0
GOKXL,Rural,Public,ENO,Experimental,22.0,RTGSE,Female,Qualifies for reduced/free lunch,52.0,69.0,7,0,1,38,0,1549,0,1
GOKXL,Rural,Public,ENO,Experimental,22.0,UPAJX,Male,Qualifies for reduced/free lunch,46.0,65.0,7,0,1,38,0,1721,1,1
GOKXL,Rural,Public,ENO,Experimental,22.0,YSVSY,Male,Qualifies for reduced/free lunch,49.0,67.0,7,0,1,38,0,1926,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,1990J,Female,Qualifies for reduced/free lunch,56.0,70.0,7,0,1,77,0,79,0,1
GOKXL,Rural,Public,TSA,Experimental,23.0,2UYFR,Male,Qualifies for reduced/free lunch,54.0,72.0,7,0,1,77,0,162,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,31EAI,Male,Qualifies for reduced/free lunch,57.0,71.0,7,0,1,77,0,169,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,5H30M,Male,Qualifies for reduced/free lunch,54.0,68.0,7,0,1,77,0,306,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,6THJV,Male,Does not qualify,58.0,68.0,7,0,1,77,0,371,1,0
GOKXL,Rural,Public,TSA,Experimental,23.0,8GKA1,Male,Qualifies for reduced/free lunch,59.0,70.0,7,0,1,77,0,471,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,B7ZPX,Female,Qualifies for reduced/free lunch,55.0,71.0,7,0,1,77,0,612,0,1
GOKXL,Rural,Public,TSA,Experimental,23.0,CESCR,Female,Qualifies for reduced/free lunch,51.0,69.0,7,0,1,77,0,692,0,1
GOKXL,Rural,Public,TSA,Experimental,23.0,DZLHN,Female,Qualifies for reduced/free lunch,58.0,71.0,7,0,1,77,0,777,0,1
GOKXL,Rural,Public,TSA,Experimental,23.0,EJH9S,Male,Qualifies for reduced/free lunch,54.0,74.0,7,0,1,77,0,802,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,ENASL,Male,Does not qualify,53.0,68.0,7,0,1,77,0,807,1,0
GOKXL,Rural,Public,TSA,Experimental,23.0,H6KJ5,Male,Qualifies for reduced/free lunch,51.0,66.0,7,0,1,77,0,964,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,JHKPJ,Female,Qualifies for reduced/free lunch,54.0,72.0,7,0,1,77,0,1083,0,1
GOKXL,Rural,Public,TSA,Experimental,23.0,JX1DB,Female,Qualifies for reduced/free lunch,48.0,63.0,7,0,1,77,0,1113,0,1
GOKXL,Rural,Public,TSA,Experimental,23.0,L1D2K,Male,Qualifies for reduced/free lunch,56.0,74.0,7,0,1,77,0,1174,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,LBNRH,Male,Qualifies for reduced/free lunch,52.0,70.0,7,0,1,77,0,1190,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,NRU3S,Male,Qualifies for reduced/free lunch,53.0,61.0,7,0,1,77,0,1327,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,PUU4A,Female,Qualifies for reduced/free lunch,54.0,69.0,7,0,1,77,0,1443,0,1
GOKXL,Rural,Public,TSA,Experimental,23.0,QOXPF,Male,Does not qualify,50.0,67.0,7,0,1,77,0,1482,1,0
GOKXL,Rural,Public,TSA,Experimental,23.0,R4P1G,Male,Qualifies for reduced/free lunch,48.0,70.0,7,0,1,77,0,1510,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,XHFUX,Male,Qualifies for reduced/free lunch,56.0,75.0,7,0,1,77,0,1858,1,1
GOKXL,Rural,Public,TSA,Experimental,23.0,ZRYLC,Male,Qualifies for reduced/free lunch,53.0,69.0,7,0,1,77,0,1973,1,1
GOKXL,Rural,Public,VA6,Standard,19.0,0YXPR,Female,Qualifies for reduced/free lunch,48.0,56.0,7,0,1,82,1,55,0,1
GOKXL,Rural,Public,VA6,Standard,19.0,1QIW0,Male,Does not qualify,49.0,57.0,7,0,1,82,1,108,1,0
GOKXL,Rural,Public,VA6,Standard,19.0,1SDXS,Female,Qualifies for reduced/free lunch,40.0,52.0,7,0,1,82,1,114,0,1
GOKXL,Rural,Public,VA6,Standard,19.0,6BFD2,Male,Does not qualify,42.0,61.0,7,0,1,82,1,344,1,0
GOKXL,Rural,Public,VA6,Standard,19.0,876R0,Male,Qualifies for reduced/free lunch,43.0,57.0,7,0,1,82,1,456,1,1
GOKXL,Rural,Public,VA6,Standard,19.0,AXE5J,Female,Qualifies for reduced/free lunch,47.0,53.0,7,0,1,82,1,587,0,1
GOKXL,Rural,Public,VA6,Standard,19.0,BPVY4,Female,Qualifies for reduced/free lunch,44.0,53.0,7,0,1,82,1,647,0,1
GOKXL,Rural,Public,VA6,Standard,19.0,BR5EY,Female,Qualifies for reduced/free lunch,42.0,53.0,7,0,1,82,1,650,0,1
GOKXL,Rural,Public,VA6,Standard,19.0,CR5FB,Male,Qualifies for reduced/free lunch,45.0,53.0,7,0,1,82,1,714,1,1
GOKXL,Rural,Public,VA6,Standard,19.0,IJPLC,Male,Does not qualify,44.0,53.0,7,0,1,82,1,1034,1,0
GOKXL,Rural,Public,VA6,Standard,19.0,M5UK3,Female,Qualifies for reduced/free lunch,44.0,57.0,7,0,1,82,1,1228,0,1
GOKXL,Rural,Public,VA6,Standard,19.0,MOCJB,Male,Qualifies for reduced/free lunch,41.0,50.0,7,0,1,82,1,1263,1,1
GOKXL,Rural,Public,VA6,Standard,19.0,R8JLM,Female,Qualifies for reduced/free lunch,39.0,48.0,7,0,1,82,1,1518,0,1
GOKXL,Rural,Public,VA6,Standard,19.0,RTKNR,Male,Qualifies for reduced/free lunch,39.0,48.0,7,0,1,82,1,1550,1,1
GOKXL,Rural,Public,VA6,Standard,19.0,TME5H,Female,Qualifies for reduced/free lunch,43.0,53.0,7,0,1,82,1,1659,0,1
GOKXL,Rural,Public,VA6,Standard,19.0,WUYJ3,Female,Does not qualify,45.0,57.0,7,0,1,82,1,1827,0,0
GOKXL,Rural,Public,VA6,Standard,19.0,Z2T0F,Male,Qualifies for reduced/free lunch,36.0,51.0,7,0,1,82,1,1943,1,1
GOOBU,Urban,Public,18K,Standard,31.0,3XNVR,Male,Qualifies for reduced/free lunch,50.0,57.0,8,2,1,3,1,216,1,1
GOOBU,Urban,Public,18K,Standard,31.0,4MTC1,Male,Qualifies for reduced/free lunch,48.0,53.0,8,2,1,3,1,253,1,1
GOOBU,Urban,Public,18K,Standard,31.0,7QOXV,Female,Qualifies for reduced/free lunch,53.0,57.0,8,2,1,3,1,426,0,1
GOOBU,Urban,Public,18K,Standard,31.0,AQCB5,Male,Qualifies for reduced/free lunch,46.0,59.0,8,2,1,3,1,578,1,1
GOOBU,Urban,Public,18K,Standard,31.0,BGPAQ,Male,Qualifies for reduced/free lunch,46.0,54.0,8,2,1,3,1,632,1,1
GOOBU,Urban,Public,18K,Standard,31.0,BV3MI,Male,Qualifies for reduced/free lunch,45.0,51.0,8,2,1,3,1,654,1,1
GOOBU,Urban,Public,18K,Standard,31.0,BXPDJ,Female,Qualifies for reduced/free lunch,44.0,55.0,8,2,1,3,1,663,0,1
GOOBU,Urban,Public,18K,Standard,31.0,F1JQ8,Male,Qualifies for reduced/free lunch,50.0,56.0,8,2,1,3,1,829,1,1
GOOBU,Urban,Public,18K,Standard,31.0,FW95I,Male,Qualifies for reduced/free lunch,49.0,58.0,8,2,1,3,1,872,1,1
GOOBU,Urban,Public,18K,Standard,31.0,G1R40,Male,Qualifies for reduced/free lunch,42.0,56.0,8,2,1,3,1,888,1,1
GOOBU,Urban,Public,18K,Standard,31.0,H02VP,Male,Qualifies for reduced/free lunch,47.0,53.0,8,2,1,3,1,947,1,1
GOOBU,Urban,Public,18K,Standard,31.0,JQ4OT,Female,Qualifies for reduced/free lunch,44.0,57.0,8,2,1,3,1,1100,0,1
GOOBU,Urban,Public,18K,Standard,31.0,K8AKM,Male,Does not qualify,44.0,59.0,8,2,1,3,1,1134,1,0
GOOBU,Urban,Public,18K,Standard,31.0,KHMUC,Female,Qualifies for reduced/free lunch,49.0,55.0,8,2,1,3,1,1153,0,1
GOOBU,Urban,Public,18K,Standard,31.0,N1N93,Female,Qualifies for reduced/free lunch,47.0,55.0,8,2,1,3,1,1283,0,1
